Word,Seq_num,Word Count,Word Proportion,Average Proportion,Std Dev,Doc Count,Negative,Positive,Uncertainty,Litigious,Strong_Modal,Weak_Modal,Constraining,Complexity,Syllables,Source,Keep
STRESS,73628,189127,7.402431330380688e-06,4.256439533661775e-06,3.4751259682475616e-05,60864,2009,0,0,0,0,0,0,0,1,12of12inf,TRUE
STRESSED,73629,21942,8.588099438536701e-07,4.5299070018104374e-07,7.220919817826533e-06,11024,2009,0,0,0,0,0,0,0,1,12of12inf,TRUE
STRESSES,73630,11878,4.6490495456630633e-07,3.5815120365285936e-07,6.121563519613901e-06,9438,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
STRESSFUL,73631,3645,1.42665310607357e-07,7.174265121568271e-08,2.2713614185067857e-06,2310,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
STRESSING,73632,2803,1.0970942815704299e-07,1.0033158016929691e-07,3.322392399443986e-06,2570,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
STRICT,73654,309564,1.2116335860865807e-05,7.099605490664635e-06,3.0386353567656703e-05,152697,0,0,0,0,0,0,2009,0,1,12of12inf,TRUE
STRICTER,73655,54433,2.130507778406108e-06,1.3941232244845927e-06,1.1732746125772263e-05,40016,0,0,0,0,0,0,2009,0,2,12of12inf,TRUE
STRICTEST,73656,14396,5.634594818939675e-07,3.326357135939445e-07,5.339446257317429e-06,9300,0,0,0,0,0,0,2009,0,2,12of12inf,TRUE
STRICTLY,73657,184106,7.205909375769018e-06,4.766391991363131e-06,2.4823363935816012e-05,109047,0,0,0,0,0,0,2009,0,2,12of12inf,TRUE
STRINGENT,73686,323753,1.2671693362157382e-05,7.710958308220398e-06,3.0588272947766696e-05,153902,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
SUBJECTED,74044,136502,5.342688677236062e-06,4.247160149007149e-06,3.048653907945322e-05,89185,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
SUBJECTING,74045,46365,1.8147262349273273e-06,1.2478571575973798e-06,1.0905919644183058e-05,37723,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
SUBJECTION,74046,1985,7.769290577657166e-08,3.868530088589228e-08,1.7639657364342596e-06,1352,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
SUBPOENA,74182,138665,5.427348503530634e-06,3.368804727402185e-06,3.228902978617421e-05,53731,2009,0,0,2009,0,0,0,0,3,12of12inf,TRUE
SUBPOENAED,74183,3651,1.429001506248177e-07,1.2027151533014189e-07,4.340134750359254e-06,2359,2009,0,0,2009,0,0,0,0,3,12of12inf,TRUE
SUBPOENAS,74185,51881,2.030622490979503e-06,1.627105873159048e-06,2.190068318352479e-05,23798,2009,0,0,2009,0,0,0,0,3,12of12inf,TRUE
SUBSTANDARD,74268,304146,1.1904275325098821e-05,1.072360030817445e-05,7.74356029764617e-05,53382,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
SUDDEN,74440,78591,3.0760519687085857e-06,2.6902306353724035e-06,2.0046033450495826e-05,56130,0,0,2009,0,0,0,0,0,2,12of12inf,TRUE
SUDDENLY,74441,11046,4.3234047214509345e-07,3.352617331584626e-07,5.434281780683932e-06,9426,0,0,2009,0,0,0,0,0,3,12of12inf,TRUE
SUE,74448,145392,5.690643303106955e-06,3.4783129324758137e-06,5.44327913974914e-05,65299,2009,0,0,2009,0,0,0,0,1,12of12inf,TRUE
SUED,74449,116012,4.540710017607875e-06,4.45972436935944e-06,3.333103734485569e-05,68849,2009,0,0,2009,0,0,0,0,1,12of12inf,TRUE
SUES,74452,2163,8.465982629457153e-08,5.31921907791425e-08,2.2510393173143135e-06,1740,2009,0,0,2009,0,0,0,0,1,12of12inf,TRUE
SUFFER,74457,854196,3.3433233925805745e-05,2.0288888977490186e-05,6.230393299703039e-05,257795,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
SUFFERED,74460,372953,1.4597381505334876e-05,1.1209128363732953e-05,4.519856702913719e-05,180583,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
SUFFERING,74463,63310,2.4779535842391695e-06,1.706399948276812e-06,1.674421278868084e-05,38204,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
SUFFERS,74465,39561,1.5484176551269275e-06,9.074946605869021e-07,9.804252135308366e-06,27673,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
SUGGEST,74518,90843,3.555595284363274e-06,3.0942881489238003e-06,1.9216113657354203e-05,64782,0,0,2009,0,0,2009,0,0,2,12of12inf,TRUE
SUGGESTED,74519,162138,6.346081791839685e-06,1.567313111337829e-05,7.158801685226873e-05,130659,0,0,2009,0,0,0,0,0,3,12of12inf,TRUE
SUGGESTING,74523,24464,9.575210311929718e-07,7.70499175779806e-07,9.51826021796694e-06,18337,0,0,2009,0,0,0,0,0,3,12of12inf,TRUE
SUGGESTS,74530,54361,2.1276896981965803e-06,2.1262838792785882e-06,1.6656654283081582e-05,42231,0,0,2009,0,0,2009,0,0,2,12of12inf,TRUE
SUING,74534,27175,1.0636295790822845e-06,7.915674305894601e-07,4.857273907370771e-05,7392,2009,0,0,2009,0,0,0,0,2,12of12inf,TRUE
SUMMONED,74639,3763,1.472838309507502e-07,1.1029730384595155e-07,3.3292567982946377e-06,3167,2009,0,0,2009,0,0,0,0,2,12of12inf,TRUE
SUMMONING,74642,447,1.7495581300819915e-08,9.210547200816305e-09,7.624585077707005e-07,416,2009,0,0,2009,0,0,0,0,3,12of12inf,TRUE
SUMMONS,74643,51733,2.024829770548807e-06,1.4657969586410576e-06,1.8838030454369036e-05,28215,2009,0,0,2009,0,0,0,0,2,12of12inf,TRUE
SUMMONSES,74645,2251,8.810414655066135e-08,3.2291978740900905e-08,1.8556067791014688e-06,1121,2009,0,0,2009,0,0,0,0,3,12of12inf,TRUE
SUSCEPTIBILITY,75138,17383,6.803706705864711e-07,5.878997113270266e-07,1.2712422965422828e-05,13021,2009,0,2009,0,0,0,0,0,6,12of12inf,TRUE
SUSCEPTIBLE,75139,228336,8.937071704483257e-06,7.232993869935495e-06,2.927472890558962e-05,140660,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
SUSPECT,75142,27447,1.074275659873835e-06,6.84851476818431e-07,9.017849122779637e-06,17135,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
SUSPECTED,75143,107157,4.194125291838836e-06,2.0839139259530278e-06,1.664347132184826e-05,48364,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
SUSPECTS,75145,4526,1.7714765317116538e-07,1.053240669281279e-07,2.886034314307614e-06,3570,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
SUSPEND,75146,369896,1.4477730516438664e-05,9.76350680157355e-06,3.9916730958799994e-05,168052,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
SUSPENDED,75147,598342,2.3419107621242034e-05,1.934981518111308e-05,7.277871952400551e-05,234090,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
SUSPENDING,75150,81353,3.184156656746314e-06,2.507397648353014e-06,1.7295742679019442e-05,50948,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
SUSPENDS,75151,15536,6.080790852114948e-07,3.385676497449473e-07,5.697870680977921e-06,11178,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
SUSPENSION,75155,602708,2.358999287394758e-05,1.3817364230532376e-05,7.149861811351356e-05,190324,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
SUSPENSIONS,75156,34442,1.348059980230066e-06,9.198145586404797e-07,1.5606791362951595e-05,24630,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
SUSPICION,75158,5476,2.1433065593577146e-07,9.191859769120848e-08,2.4102743465046368e-06,3975,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
SUSPICIONS,75159,665,2.6028101935224256e-08,1.8180291374215266e-08,1.39748567023765e-06,535,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
SUSPICIOUS,75160,21814,8.538000234811759e-07,4.299132678752609e-07,6.7739946413574956e-06,12518,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
SUSPICIOUSLY,75161,9,3.52260026191005e-10,2.879172114016806e-10,1.32894801054774e-07,9,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
TAINT,75823,909,3.5578262645291504e-08,3.1070984814943775e-08,2.01981663647445e-06,658,2009,0,0,0,0,0,0,0,1,12of12inf,TRUE
TAINTED,75824,5367,2.100643956185693e-07,2.271778287668545e-07,8.404969039469892e-06,2627,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
TAINTING,75825,1372,5.37000839926732e-08,4.822288930235917e-08,3.405099945106681e-06,817,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
TAINTS,75826,73,2.8572202124381513e-09,3.449462974043822e-09,7.266476165421397e-07,50,2009,0,0,0,0,0,0,0,1,12of12inf,TRUE
TAMPERED,75924,1853,7.252642539243692e-08,6.119506285425884e-08,2.7458719860270806e-06,1421,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
TENDING,76658,6925,2.7104452015252327e-07,2.3957412813027913e-07,6.213896559576374e-06,4780,0,0,2009,0,0,0,0,0,2,12of12inf,TRUE
TENSE,76684,11477,4.4920981339935157e-07,6.19199691189492e-07,9.230816946044462e-06,10176,2009,0,0,0,0,0,0,0,1,12of12inf,TRUE
TENTATIVE,76704,50375,1.971677646596875e-06,2.117563906388275e-06,2.9760211938710278e-05,23032,0,0,2009,0,0,0,0,0,3,12of12inf,TRUE
TENTATIVELY,76705,16558,6.480801681856289e-07,7.547305147045999e-07,1.3688407518694037e-05,11032,0,0,2009,0,0,0,0,0,4,12of12inf,TRUE
TERMINATE,76759,3523603,0.0001379138316740782,8.3136757903227e-05,0.0001595040580776182,509842,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
TERMINATED,76760,3670161,0.00014365011222057834,0.000104353646018203,0.0001829819108072233,595128,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
TERMINATES,76761,703555,2.7537144747423612e-05,1.7469107795694373e-05,6.420840273518482e-05,214899,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
TERMINATING,76762,268607,1.0513278761676364e-05,7.509456291437275e-06,3.988975747823381e-05,126396,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
TERMINATION,76763,12217509,0.00047819333781431544,0.000276445644753653,0.0005873504879288886,663518,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
TERMINATIONS,76764,237790,9.307101291995453e-06,7.104616709841327e-06,4.4437646758525684e-05,110942,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
TESTIFY,76865,10471,4.0983497047177923e-07,2.3604857366691193e-07,5.439572253070106e-06,6526,2009,0,0,2009,0,0,0,0,3,12of12inf,TRUE
TESTIFYING,76866,7214,2.8235598099354553e-07,1.4518729541001959e-07,3.303695717230728e-06,4261,2009,0,0,2009,0,0,0,0,4,12of12inf,TRUE
THREAT,77244,210245,8.228989911836426e-06,5.014083311664413e-06,3.118809906035532e-05,107574,2009,0,0,0,0,0,0,0,1,12of12inf,TRUE
THREATEN,77245,49053,1.9199345627497074e-06,1.055462045903347e-06,1.148137382173086e-05,34594,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
THREATENED,77246,1029139,4.028050345490941e-05,2.6627768078388087e-05,7.275524837962342e-05,293446,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
THREATENING,77247,88272,3.454966336881377e-06,1.8496372874997284e-06,1.6582494395448525e-05,37920,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
THREATENS,77249,27110,1.0610854788931271e-06,4.813187293051041e-07,5.791179289336434e-06,17677,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
THREATS,77250,208200,8.148948605885248e-06,4.541050034332726e-06,2.5558233069434596e-05,86721,2009,0,0,0,0,0,0,0,1,12of12inf,TRUE
TIGHTENING,77514,60993,2.3872661974964406e-06,2.0001712601458708e-06,1.7789632180186196e-05,41519,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
TOLERATE,77923,10006,3.916348691185773e-07,2.542563441678079e-07,5.2340826609527424e-06,7060,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
TOLERATED,77924,56550,2.2133671645668147e-06,1.3139196115792127e-06,1.475707848843286e-05,20946,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
TOLERATES,77925,128,5.009920372494293e-09,4.280628286760066e-09,7.261231229667073e-07,92,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
TOLERATING,77926,305,1.1937700887584057e-08,1.0030316478787484e-08,1.100382869748906e-06,275,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
TOLERATION,77927,460,1.8004401338651365e-08,1.1817407693976891e-08,1.8029538788888568e-06,148,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
TORTUOUS,78193,6093,2.384800377313104e-07,3.1520785698027915e-07,8.7293962338382e-06,3628,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
TORTUOUSLY,78194,1128,4.414992328260596e-08,6.123834224783991e-08,3.7247153699565846e-06,779,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
TRAGEDIES,78471,724,2.8337362106920844e-08,2.6334521008394434e-08,2.4889304519975617e-06,445,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
TRAGEDY,78472,2824,1.1053136821815534e-07,1.392447045727899e-07,6.439493315319944e-06,1607,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
TRAGIC,78473,3077,1.204337889544136e-07,1.862131371353218e-07,6.859705773436256e-06,2439,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
TRAGICALLY,78474,177,6.927780515089764e-09,4.734373699850733e-09,6.06563917959679e-07,134,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
TRAUMATIC,78854,11776,4.6091267426947493e-07,3.570041087626709e-07,1.0757248150414532e-05,5404,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
TROUBLE,79306,21339,8.352085220988728e-07,6.305850319945387e-07,1.1135653452359081e-05,13102,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
TROUBLED,79307,331681,1.2981995305228746e-05,1.1272646155954587e-05,8.050759801726232e-05,71219,2009,0,0,0,0,0,0,0,1,12of12inf,TRUE
TROUBLES,79310,5514,2.158179760463557e-07,1.384513380199585e-07,4.011072793627377e-06,3934,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
TURBULENCE,79637,7699,3.013388824049497e-07,2.3752231429122518e-07,5.137872908000045e-06,6213,2009,0,2009,0,0,0,0,0,3,12of12inf,TRUE
TURMOIL,79659,49669,1.9440448045423364e-06,1.567035434746142e-06,1.4406678590453298e-05,33783,2009,0,0,0,0,0,0,0,2,12of12inf,TRUE
UNABLE,80083,4132244,0.00016173604218529147,0.00013917610187924974,0.00021392553547708423,690615,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNACCEPTABLE,80088,83866,3.2825154840594246e-06,1.8859623188115024e-06,1.4733068648829003e-05,46197,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
UNACCEPTABLY,80089,5893,2.3065203714928804e-07,1.2326828477794747e-07,2.8616503826047746e-06,5530,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
UNACCOUNTED,80096,6456,2.526878587876809e-07,1.662206602245872e-07,7.506748430865076e-06,2833,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
UNANNOUNCED,80145,22200,8.689080646044789e-07,4.3172208527543754e-07,5.184125470549534e-06,16301,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNANTICIPATED,80149,546842,2.140339747137128e-05,2.374125070990565e-05,6.633670817262029e-05,309063,2009,0,0,0,0,0,0,0,6,12of12inf,TRUE
UNAPPROVED,80162,50853,1.9903865679879086e-06,1.132965981539562e-06,1.5542108888654462e-05,22664,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNATTRACTIVE,80190,17223,6.741082701208531e-07,5.180760538218367e-07,7.024520737220018e-06,14516,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
UNAUTHORIZED,80195,747544,2.9258874335436513e-05,1.971206691305986e-05,6.263722836410114e-05,260719,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
UNAVAILABILITY,80197,114672,4.488262413708324e-06,2.8182407868755067e-06,1.8644560556715754e-05,66208,2009,0,0,0,0,0,2011,0,7,12of12inf,TRUE
UNAVAILABLE,80198,237899,9.311367552312655e-06,6.579322733467301e-06,2.9591562644981687e-05,143899,2009,0,0,0,0,0,2011,0,5,12of12inf,TRUE
UNAVOIDABLE,80201,16253,6.361424672980449e-07,3.3340945153673205e-07,7.942969777153646e-06,9010,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
UNAVOIDABLY,80202,952,3.7261282770426304e-08,1.9029898366429215e-08,1.1151619250520106e-06,762,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
UNAWARE,80204,74463,2.9144820366956447e-06,3.850898144120113e-06,2.989538250659587e-05,59514,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNCERTAIN,80314,1709602,6.691382725513272e-05,5.80083295455866e-05,0.00010575047767831473,499379,0,0,2009,0,0,2009,0,0,3,12of12inf,TRUE
UNCERTAINLY,80315,1760,6.888640512179653e-08,1.0278287237639992e-07,4.588112015605631e-06,1583,0,0,2009,0,0,2009,0,0,4,12of12inf,TRUE
UNCERTAINTIES,80316,3332126,0.00013041942133685874,0.00018248458141706975,0.00021025482294837698,935609,0,0,2009,0,0,0,0,0,4,12of12inf,TRUE
UNCERTAINTY,80317,1798250,7.03835102331083e-05,7.481215712628715e-05,0.00012515635178345948,591857,0,0,2009,0,0,0,0,0,4,12of12inf,TRUE
UNCLEAR,80367,116099,4.544115197861054e-06,2.848003279086641e-06,1.7890697661976496e-05,68888,0,0,2009,0,0,0,0,0,2,12of12inf,TRUE
UNCOLLECTABLE,80396,23847,9.333716493974328e-07,1.2490627714545426e-06,1.8752571745582623e-05,16628,2009,0,0,0,0,0,0,0,5,10K_2008,TRUE
UNCOLLECTED,80397,52942,2.0721500340671316e-06,2.1444162850484666e-06,3.3125306442108057e-05,32867,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
UNCOLLECTIBILITY,80398,16276,6.370426873649774e-07,6.318858197099796e-07,8.774571351496704e-06,12857,2009,0,0,0,0,0,0,0,7,10K_2008,TRUE
UNCOLLECTIBLE,80399,549606,2.1511580439414833e-05,2.0540450331189094e-05,7.446779436434908e-05,227514,2009,0,0,0,0,0,0,0,5,10K_2008,TRUE
UNCOLLECTIBLES,80400,13958,5.463161606193386e-07,7.331478280564968e-07,2.4566528264463987e-05,4665,2009,0,0,0,0,0,0,0,5,10K_2008,TRUE
UNCOMPETITIVE,80415,9443,3.695990474801844e-07,3.007993478328503e-07,5.376770134492286e-06,7422,2009,0,0,0,0,0,0,0,5,10K_2008,TRUE
UNCOMPLETED,80418,120040,4.698365949329804e-06,8.084593602654617e-06,9.779119039863402e-05,29871,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
UNCONFIRMED,80437,3112,1.218036890562675e-07,1.0188756022771696e-07,4.19314518822382e-06,2003,0,0,2009,0,0,0,0,0,3,12of12inf,TRUE
UNCONSCIONABLE,80445,2754,1.0779156801444752e-07,7.251500201098107e-08,3.067979060634611e-06,1672,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
UNCONSCIONABLY,80446,118,4.618520343393176e-09,2.803322555613891e-09,4.6983566778198143e-07,88,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
UNCONTROLLABLE,80466,19383,7.586506764066943e-07,6.102611440917742e-07,1.9711627022296004e-05,10432,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
UNCONTROLLABLY,80467,262,1.0254680762449257e-08,7.762311624374138e-09,8.100573891140799e-07,229,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
UNCONTROLLED,80468,15731,6.157113857789665e-07,3.4251503729553463e-07,6.227961027169917e-06,9734,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNCORRECTED,80486,28023,1.0968203015500593e-06,9.850462509814473e-07,1.1152886559386031e-05,22966,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
UNCOVER,80497,16437,6.433442278335054e-07,5.101949021932116e-07,7.200750619509242e-06,14556,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNCOVERED,80498,17591,6.885117911917742e-07,5.509670454917918e-07,1.3372927993810182e-05,10429,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNCOVERING,80499,2268,8.876952660013325e-08,5.284894474681397e-08,2.270229155440042e-06,1527,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
UNCOVERS,80500,3863,1.5119783124176136e-07,9.087808477655474e-08,2.366141478679859e-06,3460,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNDECIDED,80532,749,2.9315862179673636e-08,3.4485544845610655e-08,2.3634107123663015e-06,586,0,0,2009,0,0,0,0,0,4,12of12inf,TRUE
UNDEFINED,80541,8114,3.17581983612646e-07,2.4891568130097435e-07,6.693056211837671e-06,5485,0,0,2009,0,0,0,0,0,3,12of12inf,TRUE
UNDELIVERABLE,80543,5279,2.0662007536247948e-07,1.2145064243869342e-07,4.4895442121318464e-06,2879,2009,0,0,0,0,0,0,0,6,10K_2008,TRUE
UNDELIVERED,80544,129757,5.0786893576073595e-06,4.252129320520007e-06,3.528190335257879e-05,39481,2009,0,0,0,0,0,0,0,4,10K_2008,TRUE
UNDERCAPITALIZED,80585,213161,8.343122160322312e-06,5.617631797227929e-06,5.2429711257096855e-05,28347,2009,0,0,0,0,0,0,0,6,10K_2008,TRUE
UNDERCUT,80610,2065,8.082410600938058e-08,6.11221301684034e-08,2.1705183291179694e-06,1814,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNDERCUTS,80611,99,3.874860288101055e-09,2.686135246871274e-09,4.362398452671971e-07,90,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNDERCUTTING,80612,361,1.412954105055031e-08,1.147203586407308e-08,1.0080600306336404e-06,316,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
UNDERESTIMATE,80627,15345,6.006033446556635e-07,3.866166180526965e-07,5.059894667294933e-06,13527,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
UNDERESTIMATED,80628,5692,2.227848965643556e-07,1.6098301476936805e-07,4.255925809754949e-06,4359,2009,0,0,0,0,0,0,0,6,12of12inf,TRUE
UNDERESTIMATES,80629,1676,6.559864487734715e-08,4.774948495573756e-08,2.0531712879783186e-06,1414,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
UNDERESTIMATING,80630,1069,4.184066311090937e-08,3.775857192573219e-08,2.3524890826303936e-06,951,2009,0,0,0,0,0,0,0,6,12of12inf,TRUE
UNDERESTIMATION,80631,1580,6.184120459797643e-08,5.719379408641034e-08,2.9315657661763672e-06,1349,2009,0,0,0,0,0,0,0,6,12of12inf,TRUE
UNDERFUNDED,80647,58357,2.2840931498253865e-06,1.5045119656893705e-06,1.4800147524790712e-05,29406,2009,0,0,0,0,0,0,0,4,10K_2008,TRUE
UNDERINSURED,80670,12961,5.072935777179573e-07,2.901259043298698e-07,5.258830274975283e-06,9399,2009,0,0,0,0,0,0,0,4,10K_2008,TRUE
UNDERMINE,80701,24913,9.750948924996119e-07,5.206912008165602e-07,5.539428738003447e-06,19543,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNDERMINED,80702,2941,1.151107485586384e-07,1.0126875057572534e-07,3.77767553998929e-06,2592,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNDERMINES,80703,1953,7.644042568344808e-08,4.050527659386435e-08,1.472309444784058e-06,1676,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNDERMINING,80704,2905,1.1370170845387438e-07,7.685210004098265e-08,2.9972447451740084e-06,2520,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
UNDERPAID,80711,10312,4.0361171000907147e-07,3.164108270002922e-07,7.297647745086008e-06,6724,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNDERPAYMENT,80719,76753,3.0041126433598005e-06,1.7761377655848984e-06,2.020009223887989e-05,27784,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
UNDERPAYMENTS,80720,9595,3.7554832792252144e-07,3.1993685211030477e-07,1.1143778662584553e-05,5410,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
UNDERPAYS,80721,58,2.2701201687864766e-09,1.0859007189693154e-09,2.617623981070692e-07,51,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNDERPERFORM,80724,15203,5.950454642424276e-07,5.6941278824832e-07,1.229225987502124e-05,5764,2011,0,0,0,0,0,0,0,4,10K_2010,TRUE
UNDERPERFORMANCE,80725,26216,1.0260943162914875e-06,7.846140441318207e-07,9.290277910702237e-06,18467,2009,0,0,0,0,0,0,0,5,10K_2008,TRUE
UNDERPERFORMED,80726,5715,2.2368511663128815e-07,1.813675632978305e-07,6.430355542208049e-06,2801,2011,0,0,0,0,0,0,0,4,10K_2010,TRUE
UNDERPERFORMING,80729,53322,2.087023235172974e-06,2.2139190969293043e-06,2.956909565267853e-05,24366,2009,0,0,0,0,0,0,0,5,10K_2008,TRUE
UNDERPERFORMS,80730,321,1.2563940934145844e-08,7.713094958913264e-09,9.3016998015145e-07,189,2014,0,0,0,0,0,0,0,0,10K_2014,TRUE
UNDERPRODUCED,80747,4624,1.8098337345635634e-07,1.9845705105099624e-07,6.908595174789864e-06,1770,2009,0,0,0,0,0,0,0,4,10K_2008,TRUE
UNDERPRODUCTION,80749,1832,7.170448533132456e-08,6.776708355667855e-08,4.452213335120034e-06,1183,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
UNDERREPORTING,80760,1530,5.988420445247085e-08,3.320545855078674e-08,1.8349844664933992e-06,976,2011,0,0,0,0,0,0,0,5,10K_2010,TRUE
UNDERSTATE,80809,3510,1.3738141021449194e-07,1.0803270142710358e-07,6.039130114714914e-06,2826,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNDERSTATED,80810,24551,9.609262114461514e-07,9.416725820326973e-07,1.568411667884443e-05,15142,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
UNDERSTATEMENT,80811,18773,7.347752746315263e-07,7.021463324358735e-07,1.5643770978050742e-05,9507,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
UNDERSTATEMENTS,80812,778,3.0450922264066876e-08,2.294635617151971e-08,1.7855188897144248e-06,460,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
UNDERSTATES,80813,771,3.017694224369609e-08,1.9077153272217148e-08,1.3220297989050764e-06,694,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
UNDERSTATING,80814,2672,1.0458208777581836e-07,9.626444116899173e-08,3.785134765804822e-06,2086,2009,0,0,0,0,0,0,0,4,12of12inf,TRUE
UNDERUTILIZATION,80839,8058,3.153901434496798e-07,3.5140063209574633e-07,8.882963212166766e-06,5325,2009,0,0,0,0,0,0,0,7,10K_2008,TRUE
UNDERUTILIZED,80841,16581,6.489803882525615e-07,6.566630616560335e-07,1.1464768966435272e-05,11097,2009,0,0,0,0,0,0,0,5,10K_2008,TRUE
UNDESIGNATED,80874,69975,2.738821703635064e-06,2.314261996661878e-06,2.2936878455564145e-05,38278,0,0,2009,0,0,0,0,0,5,10K_2008,TRUE
UNDESIRABLE,80877,74778,2.92681113761233e-06,1.3743598932299506e-06,1.1863848487261787e-05,30608,2009,0,0,0,0,0,0,0,5,12of12inf,TRUE
UNDESIRED,80880,3234,1.2657876941130111e-07,9.295688869309075e-08,2.9473733531080744e-06,2606,2009,0,0,0,0,0,0,0,3,12of12inf,TRUE
